,open,high,low,close,adjclose,volume,ticker
2021-02-08,6.420000076293945,6.840000152587891,6.210000038146973,6.21999979019165,6.21999979019165,289200,JUPW
2021-02-09,6.230000019073486,7.099999904632568,6.230000019073486,6.96999979019165,6.96999979019165,812100,JUPW
2021-02-10,7.420000076293945,8.430000305175781,6.650000095367432,7.980000019073486,7.980000019073486,2306400,JUPW
2021-02-11,7.929999828338623,8.1899995803833,7.170000076293945,7.699999809265137,7.699999809265137,857700,JUPW
2021-02-12,7.230000019073486,8.880000114440918,7.119999885559082,7.550000190734863,7.550000190734863,1360300,JUPW
2021-02-16,7.690000057220459,7.75,6.809999942779541,7.019999980926514,7.019999980926514,744300,JUPW
2021-02-17,7.75,8.180000305175781,7.199999809265137,7.559999942779541,7.559999942779541,1418300,JUPW
2021-02-18,7.289999961853027,7.880000114440918,6.800000190734863,7.0,7.0,1185000,JUPW
2021-02-19,7.0,7.199999809265137,6.809999942779541,6.829999923706055,6.829999923706055,491900,JUPW
2021-02-22,6.809999942779541,6.960000038146973,6.260000228881836,6.289999961853027,6.289999961853027,241500,JUPW
2021-02-23,6.050000190734863,6.050000190734863,5.150000095367432,5.840000152587891,5.840000152587891,427700,JUPW
2021-02-24,5.820000171661377,6.199999809265137,5.679999828338623,5.820000171661377,5.820000171661377,391800,JUPW
2021-02-25,5.820000171661377,5.974999904632568,5.309999942779541,5.659999847412109,5.659999847412109,306500,JUPW
2021-02-26,5.510000228881836,5.605000019073486,5.150000095367432,5.300000190734863,5.300000190734863,211300,JUPW
2021-03-01,5.46999979019165,5.829999923706055,5.159999847412109,5.71999979019165,5.71999979019165,414100,JUPW
2021-03-02,5.889999866485596,6.300000190734863,5.340000152587891,5.559999942779541,5.559999942779541,615500,JUPW
2021-03-03,5.659999847412109,5.75,5.150000095367432,5.28000020980835,5.28000020980835,176700,JUPW
2021-03-04,5.28000020980835,5.639999866485596,4.119999885559082,4.900000095367432,4.900000095367432,474900,JUPW
2021-03-05,4.789999961853027,5.329999923706055,4.300000190734863,4.940000057220459,4.940000057220459,218500,JUPW
2021-03-08,5.0,5.452000141143799,4.75,5.059999942779541,5.059999942779541,306900,JUPW
2021-03-09,5.210000038146973,5.679999828338623,5.070000171661377,5.539999961853027,5.539999961853027,314700,JUPW
2021-03-10,5.53000020980835,5.690000057220459,5.300000190734863,5.300000190734863,5.300000190734863,96700,JUPW
2021-03-11,5.5,6.659999847412109,5.300000190734863,5.820000171661377,5.820000171661377,1836800,JUPW
2021-03-12,5.599999904632568,6.010000228881836,5.545000076293945,5.809999942779541,5.809999942779541,265200,JUPW
2021-03-15,5.809999942779541,6.0289998054504395,5.519999980926514,5.699999809265137,5.699999809265137,527600,JUPW
2021-03-16,5.849999904632568,6.0,5.590000152587891,5.690000057220459,5.690000057220459,166400,JUPW
2021-03-17,5.519999980926514,5.75,5.330999851226807,5.579999923706055,5.579999923706055,112100,JUPW
2021-03-18,5.610000133514404,5.769000053405762,5.480000019073486,5.480000019073486,5.480000019073486,202000,JUPW
2021-03-19,5.46999979019165,6.199999809265137,5.46999979019165,5.690000057220459,5.690000057220459,800000,JUPW
2021-03-22,5.769999980926514,6.070000171661377,5.550000190734863,5.550000190734863,5.550000190734863,367400,JUPW
2021-03-23,5.570000171661377,5.75,5.409999847412109,5.449999809265137,5.449999809265137,233500,JUPW
2021-03-24,5.440000057220459,5.889999866485596,5.360000133514404,5.550000190734863,5.550000190734863,249200,JUPW
2021-03-25,5.440000057220459,5.5,4.949999809265137,5.0,5.0,403200,JUPW
2021-03-26,5.039999961853027,5.25,4.559999942779541,4.559999942779541,4.559999942779541,204800,JUPW
2021-03-29,4.570000171661377,5.010000228881836,4.570000171661377,4.760000228881836,4.760000228881836,161900,JUPW
2021-03-30,4.699999809265137,4.75,4.550000190734863,4.650000095367432,4.650000095367432,78100,JUPW
2021-03-31,4.670000076293945,4.880000114440918,4.650000095367432,4.739999771118164,4.739999771118164,137100,JUPW
2021-04-01,4.75,4.820000171661377,4.695000171661377,4.75,4.75,50700,JUPW
2021-04-05,4.900000095367432,5.239999771118164,4.769999980926514,5.070000171661377,5.070000171661377,119900,JUPW
2021-04-06,5.050000190734863,5.210000038146973,4.829999923706055,4.880000114440918,4.880000114440918,70200,JUPW
2021-04-07,4.900000095367432,5.019999980926514,4.800000190734863,4.909999847412109,4.909999847412109,58600,JUPW
2021-04-08,4.889999866485596,4.925000190734863,4.679999828338623,4.769999980926514,4.769999980926514,83800,JUPW
2021-04-09,4.769999980926514,5.019999980926514,4.699999809265137,4.989999771118164,4.989999771118164,55900,JUPW
2021-04-12,4.869999885559082,5.1579999923706055,4.849999904632568,4.980000019073486,4.980000019073486,133000,JUPW
2021-04-13,4.940000057220459,5.059999942779541,4.75,4.980000019073486,4.980000019073486,112300,JUPW
2021-04-14,4.940000057220459,4.949999809265137,4.789999961853027,4.840000152587891,4.840000152587891,78900,JUPW
2021-04-15,4.889999866485596,4.889999866485596,4.5,4.5,4.5,95300,JUPW
2021-04-16,4.5,4.75,3.5999999046325684,4.460000038146973,4.460000038146973,654700,JUPW
